Hartlepool,54.6900,-1.2100,United Kingdom,GB,Hartlepool,,87995,87995
Chester,53.1900,-2.8900,United Kingdom,GB,Cheshire West and Chester,,87507,87507
Fulham,51.4828,-0.1950,United Kingdom,GB,Hammersmith and Fulham,,87161,87161
Nuneaton,52.5230,-1.4680,United Kingdom,GB,Warwickshire,,86552,86552
Ealing,51.5175,-0.2988,United Kingdom,GB,Ealing,,85014,85014
Aylesbury,51.8168,-0.8124,United Kingdom,GB,Buckinghamshire,,83407,83407
Edmonton,51.6154,-0.0708,United Kingdom,GB,Enfield,,82472,82472
Saint Albans,51.7550,-0.3360,United Kingdom,GB,Hertfordshire,,82146,82146
Burnley,53.7890,-2.2480,United Kingdom,GB,Lancashire,,82002,82002
Batley,53.7167,-1.6356,United Kingdom,GB,Kirklees,,80485,80485
Scunthorpe,53.5809,-0.6502,United Kingdom,GB,North Lincolnshire,,79977,79977
Dudley,52.5080,-2.0890,United Kingdom,GB,Dudley,,79379,79379
Brixton,51.4575,-0.1175,United Kingdom,GB,Lambeth,,78536,78536
Southall,51.5111,-0.3756,United Kingdom,GB,Ealing,,78253,78253
Paisley,55.8456,-4.4239,United Kingdom,GB,Renfrewshire,,77220,77220
Chatham,51.3700,0.5200,United Kingdom,GB,Medway,,76792,76792
East Ham,51.5323,0.0554,United Kingdom,GB,Newham,,76186,76186
Weston-super-Mare,51.3460,-2.9770,United Kingdom,GB,North Somerset,,76143,76143
Carlisle,54.8947,-2.9364,United Kingdom,GB,Cumbria,,75399,75399
South Shields,54.9950,-1.4300,United Kingdom,GB,South Tyneside,,75337,75337
East Kilbride,55.7644,-4.1769,United Kingdom,GB,South Lanarkshire,,75120,75120
Burton upon Trent,52.8019,-1.6367,United Kingdom,GB,Staffordshire,,75074,75074
Harrogate,53.9919,-1.5378,United Kingdom,GB,North Yorkshire,,73576,73576
Crewe,53.0990,-2.4400,United Kingdom,GB,Cheshire East,,73241,73241
Lowestoft,52.4800,1.7500,United Kingdom,GB,Suffolk,,70945,70945
Rugby,52.3700,-1.2600,United Kingdom,GB,Warwickshire,,70627,70627
Chingford,51.6230,0.0090,United Kingdom,GB,Waltham Forest,,70583,70583
Uxbridge,51.5404,-0.4778,United Kingdom,GB,Hillingdon,,70560,70560
Walsall,52.5800,-1.9800,United Kingdom,GB,Walsall,,67594,67594
Grays,51.4750,0.3300,United Kingdom,GB,Thurrock,,66843,66843
Walton upon Thames,51.3868,-0.4133,United Kingdom,GB,Surrey,,66566,66566
Thornton Heath,51.4002,-0.1086,United Kingdom,GB,Croydon,,65812,65812
Finchley,51.5990,-0.1870,United Kingdom,GB,Barnet,,65812,65812
Kensington,51.5000,-0.1900,United Kingdom,GB,Kensington and Chelsea,,64681,64681
Boston,52.9740,-0.0214,United Kingdom,GB,Lincolnshire,,64600,64600
Paignton,50.4353,-3.5625,United Kingdom,GB,Devon,,64410,64410
Waterlooville,50.8800,-1.0300,United Kingdom,GB,Hampshire,,64350,64350
Guiseley,53.8750,-1.7060,United Kingdom,GB,Leeds,,64000,64000
Hornchurch,51.5565,0.2128,United Kingdom,GB,Havering,,63583,63583
Mitcham,51.4009,-0.1517,United Kingdom,GB,Merton,,63393,63393
Feltham,51.4496,-0.4089,United Kingdom,GB,Hounslow,,63368,63368
Stourbridge,52.4575,-2.1479,United Kingdom,GB,Dudley,,63298,63298
Rochester,51.3750,0.5000,United Kingdom,GB,Medway,,62982,62982
Dewsbury,53.6910,-1.6330,United Kingdom,GB,Kirklees,,62945,62945
Acton,51.5135,-0.2707,United Kingdom,GB,Ealing,,62480,62480
Twickenham,51.4490,-0.3370,United Kingdom,GB,Richmond upon Thames,,62148,62148
Wrecsam,53.0460,-2.9930,United Kingdom,GB,Wrexham,,61603,61603
Ellesmere Port,53.2790,-2.8970,United Kingdom,GB,Cheshire West and Chester,,61090,61090
Bangor,54.6600,-5.6700,United Kingdom,GB,Ards and North Down,,61011,61011
Taunton,51.0190,-3.1000,United Kingdom,GB,Somerset,,60479,60479
Loughborough,52.7725,-1.2078,United Kingdom,GB,Leicestershire,,59932,59932
Barking,51.5400,0.0800,United Kingdom,GB,Barking and Dagenham,,59068,59068
Edgware,51.6185,-0.2729,United Kingdom,GB,Barnet,,58619,58619
Littlehampton,50.8094,-0.5409,United Kingdom,GB,West Sussex,,58357,58357
Ruislip,51.5760,-0.4330,United Kingdom,GB,Hillingdon,,58217,58217
Streatham,51.4279,-0.1235,United Kingdom,GB,Lambeth,,58055,58055
Royal Tunbridge Wells,51.1320,0.2630,United Kingdom,GB,Kent,,57772,57772
Bebington,53.3500,-3.0030,United Kingdom,GB,Wirral,,57336,57336
Macclesfield,53.2500,-2.1300,United Kingdom,GB,Cheshire East,,56581,56581
Wellingborough,52.3028,-0.6944,United Kingdom,GB,Northamptonshire,,56564,56564
Kettering,52.3931,-0.7229,United Kingdom,GB,Northamptonshire,,56226,56226
Braintree,51.8780,0.5500,United Kingdom,GB,Essex,,55792,55792
Royal Leamington Spa,52.2919,-1.5358,United Kingdom,GB,Warwickshire,,55733,55733
Barrow in Furness,54.1108,-3.2261,United Kingdom,GB,Cumbria,,55489,55489
Dunfermline,56.0719,-3.4393,United Kingdom,GB,Fife,,53100,53100
Altrincham,53.3838,-2.3547,United Kingdom,GB,Trafford,,52419,52419
Lancaster,54.0489,-2.8014,United Kingdom,GB,Lancashire,,52234,52234
Crosby,53.4872,-3.0343,United Kingdom,GB,Sefton,,51789,51789
Bootle,53.4457,-2.9891,United Kingdom,GB,Sefton,,51394,51394
Stratford,51.5423,-0.0026,United Kingdom,GB,Newham,,51387,51387
Folkestone,51.0792,1.1794,United Kingdom,GB,Kent,,51337,51337
Cumbernauld,55.9450,-3.9940,United Kingdom,GB,North Lanarkshire,,50920,50920
Andover,51.2080,-1.4800,United Kingdom,GB,Hampshire,,50887,50887
Neath,51.6600,-3.8100,United Kingdom,GB,Neath Port Talbot,,50658,50658
Rowley Regis,52.4880,-2.0500,United Kingdom,GB,Sandwell,,50257,50257
Scarborough,54.2825,-0.4000,United Kingdom,GB,North Yorkshire,,50135,50135
Leith,55.9800,-3.1700,United Kingdom,GB,"Edinburgh, City of",,50030,50030
Yeovil,50.9452,-2.6370,United Kingdom,GB,Somerset,,49698,49698
Eltham,51.4510,0.0520,United Kingdom,GB,Greenwich,,48964,48964
Hampstead,51.5541,-0.1744,United Kingdom,GB,Camden,,48858,48858
Sutton in Ashfield,53.1250,-1.2610,United Kingdom,GB,Nottinghamshire,,48527,48527
Morden,51.4015,-0.1949,United Kingdom,GB,Merton,,48233,48233
Barnet,51.6444,-0.1997,United Kingdom,GB,Barnet,,47359,47359
Stretford,53.4466,-2.3086,United Kingdom,GB,Trafford,,46910,46910
Beckenham,51.4080,-0.0220,United Kingdom,GB,Bromley,,46844,46844
Greenford,51.5299,-0.3488,United Kingdom,GB,Ealing,,46787,46787
Cheshunt,51.7020,-0.0350,United Kingdom,GB,Hertfordshire,,45832,45832
Kirkby,53.4800,-2.8900,United Kingdom,GB,Knowsley,,45564,45564
Salisbury,51.0700,-1.7900,United Kingdom,GB,Wiltshire,,45477,45477
Ashton,53.4897,-2.0952,United Kingdom,GB,Tameside,,45198,45198
Surbiton,51.3940,-0.3070,United Kingdom,GB,Kingston upon Thames,,45132,45132
Castleford,53.7160,-1.3560,United Kingdom,GB,Wakefield,,45106,45106
Catford,51.4452,-0.0207,United Kingdom,GB,Lewisham,,44905,44905
Worksop,53.3042,-1.1244,United Kingdom,GB,Nottinghamshire,,44733,44733
Morley,53.7492,-1.6023,United Kingdom,GB,Leeds,,44440,44440
Merthyr Tudful,51.7430,-3.3780,United Kingdom,GB,Merthyr Tydfil,,43820,43820
Middleton,53.5550,-2.1870,United Kingdom,GB,Rochdale,,42972,42972
Fleet,51.2834,-0.8456,United Kingdom,GB,Hampshire,,42835,42835
Fareham,50.8500,-1.1800,United Kingdom,GB,Hampshire,,42210,42210
Urmston,53.4487,-2.3747,United Kingdom,GB,Trafford,,41825,41825
Sutton,51.3656,-0.1963,United Kingdom,GB,Sutton,,41483,41483
Caerphilly,51.5780,-3.2180,United Kingdom,GB,Caerphilly,,41402,41402
Bridgwater,51.1280,-2.9930,United Kingdom,GB,Somerset,,41276,41276
Newbury,51.4010,-1.3230,United Kingdom,GB,West Berkshire,,41075,41075
Welling,51.4594,0.1097,United Kingdom,GB,Bexley,,41000,41000
Kingswood,51.4600,-2.5050,United Kingdom,GB,South Gloucestershire,,40734,40734
Dunstable,51.8860,-0.5210,United Kingdom,GB,Central Bedfordshire,,40699,40699
Ramsgate,51.3360,1.4160,United Kingdom,GB,Kent,,40408,40408
Strood,51.3930,0.4780,United Kingdom,GB,Medway,,40000,40000
Cleethorpes,53.5533,-0.0215,United Kingdom,GB,North East Lincolnshire,,38996,38996
Pinner,51.5932,-0.3894,United Kingdom,GB,Harrow,,38698,38698
Great Yarmouth,52.6060,1.7290,United Kingdom,GB,Norfolk,,38693,38693
Ilkeston,52.9711,-1.3092,United Kingdom,GB,Derbyshire,,38640,38640
Chorley,53.6530,-2.6320,United Kingdom,GB,Lancashire,,38420,38420
Herne Bay,51.3700,1.1300,United Kingdom,GB,Kent,,38385,38385
Bishops Stortford,51.8720,0.1725,United Kingdom,GB,Hertfordshire,,38202,38202
Arnold,53.0050,-1.1270,United Kingdom,GB,Nottinghamshire,,37768,37768
Coalville,52.7240,-1.3690,United Kingdom,GB,Leicestershire,,37661,37661
Bletchley,51.9940,-0.7320,United Kingdom,GB,Milton Keynes,,37520,37520
Leighton Buzzard,51.9165,-0.6617,United Kingdom,GB,Central Bedfordshire,,37469,37469
Airdrie,55.8600,-3.9800,United Kingdom,GB,North Lanarkshire,,37410,37410
Blyth,55.1260,-1.5140,United Kingdom,GB,Northumberland,,37339,37339
Laindon,51.5740,0.4181,United Kingdom,GB,Essex,,37175,37175
Llanelli,51.6840,-4.1630,United Kingdom,GB,Carmarthenshire,,37050,37050
Beeston,52.9270,-1.2150,United Kingdom,GB,Nottinghamshire,,37000,37000
Small Heath,52.4629,-1.8542,United Kingdom,GB,Birmingham,,36898,36898
Whitley Bay,55.0456,-1.4443,United Kingdom,GB,North Tyneside,,36623,36623
Denton,53.4554,-2.1122,United Kingdom,GB,Tameside,,36591,36591
West Bridgford,52.9320,-1.1270,United Kingdom,GB,Nottinghamshire,,36487,36487
Borehamwood,51.6578,-0.2722,United Kingdom,GB,Hertfordshire,,36322,36322
Falkirk,56.0011,-3.7835,United Kingdom,GB,Falkirk,,35850,35850
Walkden,53.5239,-2.3991,United Kingdom,GB,Salford,,35616,35616
Kenton,51.5878,-0.3086,United Kingdom,GB,Brent,,35600,35600
Bridlington,54.0819,-0.1923,United Kingdom,GB,East Riding of Yorkshire,,35264,35264
Billingham,54.6100,-1.2700,United Kingdom,GB,Stockton-on-Tees,,35165,35165
Grantham,52.9180,-0.6380,United Kingdom,GB,Lincolnshire,,34592,34592
North Shields,55.0097,-1.4448,United Kingdom,GB,North Tyneside,,34423,34423
Hitchin,51.9470,-0.2830,United Kingdom,GB,Hertfordshire,,34266,34266
Spalding,52.7858,-0.1529,United Kingdom,GB,Lincolnshire,,34113,34113
Rainham,51.3600,0.6100,United Kingdom,GB,Medway,,34088,34088
Letchworth,51.9780,-0.2300,United Kingdom,GB,Hertfordshire,,33986,33986
Wickford,51.6114,0.5207,United Kingdom,GB,Essex,,33486,33486
Huyton,53.4111,-2.8403,United Kingdom,GB,Knowsley,,33193,33193
Abingdon,51.6717,-1.2783,United Kingdom,GB,Oxfordshire,,33130,33130
Trowbridge,51.3200,-2.2080,United Kingdom,GB,Wiltshire,,33108,33108
Wigston Magna,52.5812,-1.0930,United Kingdom,GB,Leicestershire,,32321,32321
Didcot,51.6060,-1.2410,United Kingdom,GB,Oxfordshire,,32183,32183
Earley,51.4330,-0.9330,United Kingdom,GB,Wokingham,,32036,32036
Bexleyheath,51.4590,0.1380,United Kingdom,GB,Bexley,,31929,31929
Ecclesfield,53.4429,-1.4698,United Kingdom,GB,Sheffield,,31609,31609
Darwen,53.6980,-2.4610,United Kingdom,GB,Blackburn with Darwen,,31570,31570
Prestwich,53.5333,-2.2833,United Kingdom,GB,Bury,,31500,31500
Pontypridd,51.6020,-3.3420,United Kingdom,GB,Rhondda Cynon Taff,,31206,31206
Rutherglen,55.8280,-4.2140,United Kingdom,GB,Glasgow City,,31190,31190
Dover,51.1295,1.3089,United Kingdom,GB,Kent,,31022,31022
Chichester,50.8365,-0.7792,United Kingdom,GB,West Sussex,,30925,30925
Deal,51.2226,1.4006,United Kingdom,GB,Kent,,30917,30917
Bicester,51.9000,-1.1500,United Kingdom,GB,Oxfordshire,,30854,30854
Northolt,51.5467,-0.3700,United Kingdom,GB,Ealing,,30304,30304
Wishaw,55.7742,-3.9183,United Kingdom,GB,North Lanarkshire,,30290,30290
Carshalton,51.3652,-0.1676,United Kingdom,GB,Sutton,,29917,29917
Bulwell,53.0010,-1.1970,United Kingdom,GB,Nottingham,,29771,29771
Newtownards,54.5910,-5.6800,United Kingdom,GB,Ards and North Down,,29677,29677
Kendal,54.3260,-2.7450,United Kingdom,GB,Cumbria,,29593,29593
Cramlington,55.0820,-1.5850,United Kingdom,GB,Northumberland,,29405,29405
Bromsgrove,52.3353,-2.0579,United Kingdom,GB,Worcestershire,,29237,29237
Pont-y-pŵl,51.7030,-3.0410,United Kingdom,GB,Torfaen,,29062,29062
Hanwell,51.5090,-0.3380,United Kingdom,GB,Ealing,,28768,28768
Frome,51.2279,-2.3215,United Kingdom,GB,Somerset,,28559,28559
Wood Green,51.5981,-0.1149,United Kingdom,GB,Haringey,,28453,28453
Darlaston,52.5708,-2.0457,United Kingdom,GB,Walsall,,27821,27821
Ashington,55.1810,-1.5680,United Kingdom,GB,Northumberland,,27764,27764
Longton,52.9877,-2.1327,United Kingdom,GB,Stoke-on-Trent,,27214,27214
Melton Mowbray,52.7661,-0.8860,United Kingdom,GB,Leicestershire,,27158,27158
Aldridge,52.6060,-1.9179,United Kingdom,GB,Walsall,,26988,26988
Farnworth,53.5452,-2.3999,United Kingdom,GB,Bolton,,26939,26939
Highbury,51.5520,-0.0970,United Kingdom,GB,Islington,,26664,26664
Cheadle Hulme,53.3761,-2.1897,United Kingdom,GB,Stockport,,26479,26479
Newton Aycliffe,54.6200,-1.5800,United Kingdom,GB,Durham,,26415,26415
Bournville,52.4299,-1.9355,United Kingdom,GB,Birmingham,,25938,25938
Shenley Brook End,52.0090,-0.7890,United Kingdom,GB,Milton Keynes,,25828,25828
Consett,54.8500,-1.8300,United Kingdom,GB,Durham,,25812,25812
Coulsdon,51.3211,-0.1386,United Kingdom,GB,Croydon,,25695,25695
Bilston,52.5660,-2.0728,United Kingdom,GB,Wolverhampton,,25576,25576
Wellington,52.7001,-2.5157,United Kingdom,GB,Telford and Wrekin,,25554,25554
Bishop Auckland,54.6630,-1.6760,United Kingdom,GB,Durham,,25455,25455
Longbridge,52.3950,-1.9790,United Kingdom,GB,Birmingham,,25410,25410
Bloxwich,52.6140,-2.0040,United Kingdom,GB,Walsall,,25401,25401
Upminster,51.5557,0.2512,United Kingdom,GB,Havering,,25361,25361
Rhyl,53.3210,-3.4800,United Kingdom,GB,Denbighshire,,25149,25149
Droitwich,52.2670,-2.1530,United Kingdom,GB,Worcestershire,,25027,25027
Hindley,53.5355,-2.5658,United Kingdom,GB,Wigan,,25001,25001
Westhoughton,53.5490,-2.5290,United Kingdom,GB,Bolton,,24974,24974
Broadstairs,51.3589,1.4394,United Kingdom,GB,Kent,,24903,24903
